NZ_CP031537.1	7
NZ_CP062406.1	7
NZ_CP113005.1	7
NZ_CP010299.1	7
NZ_CP094752.1	7
NZ_CP094793.1	7
NZ_CP014444.1	7
NZ_LN831036.1	7
NZ_CP012120.2	7
NZ_CP082789.1	7
NZ_LR027873.1	7
NZ_CP151257.1	7
NZ_CP042046.1	7
NZ_LT992469.1	7
NZ_CP022894.1	7
NZ_CP151255.1	7
NZ_CP130523.1	7
NZ_CP094925.1	7
NZ_CP009361.1	7
NZ_CP010297.1	7
NZ_CP130542.1	7
NZ_CP130510.1	7
NZ_CP014402.1	7
NZ_CP131665.1	7
NZ_LT996889.1	7
NZ_CP156038.1	7
NZ_CP079715.1	7
NZ_CP017679.1	7
NZ_CP132367.1	7
NZ_CP059156.1	7
NZ_CP022682.1	7
NZ_CP026076.1	7
NZ_CP062338.1	7
NZ_CP047851.1	7
NZ_CP054876.1	7
NZ_CP012013.1	7
NZ_CP053070.1	7
NZ_CP029084.1	7
NZ_CP099504.1	7
NZ_CP077098.1	7
NZ_CP080251.1	7
NZ_CP051479.1	7
NZ_CP094773.1	7
NZ_CP118830.1	7
NZ_CP017685.1	7
NZ_AP020316.1	7
NZ_CP092563.1	7
NZ_CP031838.1	7
NZ_CP031779.1	7
NZ_CP092538.1	7
NZ_CP042153.1	7
NZ_CP022900.1	7
NZ_CP128388.1	7
NZ_CP094855.1	7
NZ_LS483316.1	7
NZ_CP138360.1	7
NZ_CP034002.1	7
NZ_CP019117.1	7
NZ_CP062362.1	7
NZ_AP019751.1	7
NZ_CP029629.1	7
NZ_CP014426.1	7
NC_009641.1	7
NZ_CP134047.1	7
NZ_CP062415.1	7
NZ_CP138884.1	7
NZ_CP031664.1	7
NZ_CP026968.1	7
NZ_CP096540.1	7
NZ_AP024170.1	7
NZ_LS483365.1	7
NZ_CP077863.1	7
NZ_CP047826.1	7
NZ_CP130502.1	7
NZ_CP077922.1	7
NZ_CP115474.1	7
NZ_CP016855.1	7
NZ_CP143800.1	7
NZ_AP024315.1	7
NZ_CP102956.1	7
NZ_CP134068.1	7
NZ_LR134093.1	7
NZ_CP014441.1	7
NZ_CP138362.1	7
NZ_LS483308.1	7
NZ_CP077755.1	7
NZ_CP029080.1	7
NZ_AP025683.1	7
NZ_AP024726.1	7
NZ_CP157300.1	7
NZ_CP071102.1	7
NZ_CP120197.1	7
NZ_CP115477.1	7
NZ_LT009690.1	7
NZ_CP123747.1	7
NZ_CP020956.1	7
NZ_CP058312.1	7
NZ_CP080564.1	7
NZ_CP022901.1	7
NZ_CP132033.1	7
NZ_CP157308.1	7
NZ_CP017677.1	7
NZ_CP029685.1	7
NZ_CP014407.1	7
NZ_CP077928.1	7
NZ_CP154385.1	7
NZ_CP040801.1	7
NZ_CP070986.1	7
NZ_CP011147.1	7
NZ_CP032821.1	7
NZ_CP047784.1	7
NZ_CP047859.1	7
NZ_CP040619.1	7
NZ_CP062384.1	7
NZ_CP022582.1	7
NZ_LR134305.1	7
NZ_CP022720.1	7
NZ_CP029198.1	7
NZ_CP156984.1	7
NZ_CP030138.1	7
NZ_CP021105.1	7
NC_017343.1	7
NZ_CP091525.1	7
NZ_CP151125.1	7
NZ_CP092550.1	7
NZ_CP029086.1	7
NZ_CP102968.1	7
NZ_CP094785.1	7
NZ_CP076843.1	7
NZ_CP078521.1	7
NZ_CP033999.1	7
NZ_CP034098.1	7
NC_002745.2	7
NZ_CP077741.1	7
NZ_CP075563.1	7
NZ_CP077899.1	7
NZ_CP113039.1	7
NZ_CP031673.1	7
NZ_CP022898.1	7
NZ_CP026960.1	7
NZ_CP009554.1	7
NC_022226.1	7
NZ_CP031839.1	7
NZ_CP013132.1	7
NZ_CP026077.1	7
NZ_CP060584.1	7
NZ_CP147688.1	7
NZ_CP154497.1	7
NZ_CP134882.1	7
NZ_CP151144.1	7
NZ_CP038612.1	7
NZ_CP029627.1	7
NZ_CP077877.1	7
NZ_CP134534.1	7
NZ_CP014429.1	7
NZ_CP104476.1	7
NZ_CP069565.1	7
NZ_CP120170.1	7
NZ_CP019592.1	7
NZ_CP127019.1	7
NZ_CP158284.1	7
NZ_CP047828.1	7
NZ_AP014921.1	7
NZ_CP062469.1	7
NZ_CP040998.1	7
NZ_CP096274.1	7
NZ_CP062420.1	7
NZ_CP022718.1	7
NZ_CP092581.1	7
NZ_CP033982.1	7
NZ_LT992456.1	7
NZ_CP022904.1	7
NZ_CP130533.1	7
NZ_CP102972.1	7
NC_016912.1	7
NZ_CP022899.1	7
NZ_LS483350.1	7
NZ_CP021907.1	7
NC_017333.1	7
NZ_LR134086.1	7
NZ_LR027870.1	7
NZ_AP028991.1	7
NZ_LT598688.1	7
NZ_CP094780.1	7
NC_016928.2	7
